id,name,group_type,link,members,is_regional,lat,lon,created_at,updated_at
1,Slackline Albania,facebook group,https://www.facebook.com/SlacklineAlbania/,0,true,40.901968,20.104291,2020-05-09 00:28:53.843195,2020-05-09 00:28:53.843195
2,Slackline y Escalada Andorra,facebook page,https://www.facebook.com/groups/267921633656258,0,true,42.541483,1.571859,2020-05-09 00:28:53.892946,2020-05-09 00:28:53.892946
3,Slackline Argentina,facebook page,https://www.facebook.com/groups/35689976544/,0,true,-34.536119,-65.190669,2020-05-09 00:28:53.912416,2020-05-09 00:28:53.912416
4,Highline Argentina,facebook page,https://www.facebook.com/groups/260563367442328/,0,true,-35.50260246,-64.0329388,2020-05-09 00:28:53.930802,2020-05-09 00:28:53.930802
5,Asociacion Slackline Buenos Aires,facebook page,https://www.facebook.com/groups/190245777701831/,0,false,-34.596383,-58.422199,2020-05-09 00:28:53.952391,2020-05-09 00:28:53.952391
6,CUBA Slackline Club Universitario de Buenos Aires,facebook page,https://www.facebook.com/groups/642803799170087/,0,false,-34.596826,-58.377654,2020-05-09 00:28:53.979302,2020-05-09 00:28:53.979302
7,Los Locos De La Cinta,facebook page,https://www.facebook.com/groups/slacklinebuenosaires/about/,0,false,-34.634897,-58.368471,2020-05-09 00:28:54.00534,2020-05-09 00:28:54.00534
8,Slackliners Buenos Aires Argentina,facebook page,https://www.facebook.com/groups/668404283270421/,0,false,-34.642443,-58.405603,2020-05-09 00:28:54.029129,2020-05-09 00:28:54.029129
9,Slackline Conurbano Sur,facebook page,https://www.facebook.com/groups/1424585264281955/,0,false,-34.658441,-58.484454,2020-05-09 00:28:54.048687,2020-05-09 00:28:54.048687
10,SentiSlackline Cipolletti,facebook group,https://www.facebook.com/pg/SlacklineCipolletti/,0,false,-38.939892,-67.995678,2020-05-09 00:28:54.07445,2020-05-09 00:28:54.07445
11,Slackline sur (Comodoro Rivadavia/Rada Tilly),facebook page,https://www.facebook.com/groups/423104901153463/,0,false,-45.85513,-67.490914,2020-05-09 00:28:54.093565,2020-05-09 00:28:54.093565
12,Slackline Concordia,facebook page,https://www.facebook.com/groups/384574158405082/,0,false,-31.385003,-58.014449,2020-05-09 00:28:54.115616,2020-05-09 00:28:54.115616
13,Asociacion de Slackline Córdoba,facebook page,https://www.facebook.com/groups/1913347745606937/,0,false,-31.414595,-64.188875,2020-05-09 00:28:54.139318,2020-05-09 00:28:54.139318
14,Patos Slackers (Cordoba slackline),facebook page,https://www.facebook.com/groups/cuackslack/,0,false,-31.426164,-64.202785,2020-05-09 00:28:54.160421,2020-05-09 00:28:54.160421
15,Slacklife-Cordoba,facebook page,https://www.facebook.com/groups/340528569386668/,0,false,-31.424304,-64.174593,2020-05-09 00:28:54.183644,2020-05-09 00:28:54.183644
16,Slackline Corrientes,facebook page,https://www.facebook.com/groups/1485878911676994/,0,false,-27.474303,-58.823238,2020-05-09 00:28:54.205744,2020-05-09 00:28:54.205744
17,Slackline La Plata,facebook page,https://www.facebook.com/groups/300277126679860/,0,false,-34.92049,-57.95357,2020-05-09 00:28:54.225041,2020-05-09 00:28:54.225041
18,Slackline Mar del plata,facebook page,https://www.facebook.com/groups/263647037088047/,0,false,-38.016803,-57.559327,2020-05-09 00:28:54.250377,2020-05-09 00:28:54.250377
19,Slackline Mendoza,facebook page,https://www.facebook.com/groups/214698078570528/,0,false,-32.887051,-68.84868,2020-05-09 00:28:54.279942,2020-05-09 00:28:54.279942
20,"Slackvida, Slackline Mendoza",facebook page,https://www.facebook.com/groups/562129070529021/,0,false,-32.888043,-68.84573,2020-05-09 00:28:54.308981,2020-05-09 00:28:54.308981
21,Comision directiva Asociacion Slackline Neuquén,facebook page,https://www.facebook.com/groups/383745035346473/,0,false,-38.951546,-68.06567,2020-05-09 00:28:54.33673,2020-05-09 00:28:54.33673
22,Slackline Neuquen,facebook page,https://www.facebook.com/groups/slackline.neuquen/,0,false,-38.95168,-68.05919,2020-05-09 00:28:54.36912,2020-05-09 00:28:54.36912
23,Slackline Posadas,facebook page,https://www.facebook.com/groups/slacklinePosadas/,0,false,-27.36214,-55.90088,2020-05-09 00:28:54.401491,2020-05-09 00:28:54.401491
24,Rafael SlackLine!,facebook page,https://www.facebook.com/groups/423020361067937/,0,false,-31.257143,-61.492245,2020-05-09 00:28:54.439209,2020-05-09 00:28:54.439209
25,SLACKLINE RAMOS MEJIA,facebook page,https://www.facebook.com/groups/747979861913577/,0,false,-34.656985,-58.556088,2020-05-09 00:28:54.476779,2020-05-09 00:28:54.476779
26,Asociación de Slackline y Equilibrio Rosario,facebook page,https://www.facebook.com/groups/equilibriorosario/,0,false,-32.948017,-60.693899,2020-05-09 00:28:54.503842,2020-05-09 00:28:54.503842
27,Grupo Slackline Rosario,facebook page,https://www.facebook.com/groups/188057147896826/,0,false,-32.97049,-60.693175,2020-05-09 00:28:54.532875,2020-05-09 00:28:54.532875
28,Slackline San Juan,facebook page,https://www.facebook.com/groups/753657284782745/,0,false,-31.541891,-68.537268,2020-05-09 00:28:54.552647,2020-05-09 00:28:54.552647
29,Slacklife San Martín de los Andes,facebook page,https://www.facebook.com/groups/1093423627350561,0,false,-40.156625,-71.347732,2020-05-09 00:28:54.575332,2020-05-09 00:28:54.575332
30,San Rafael Slackline,facebook page,https://www.facebook.com/groups/344228678953203/,0,false,-34.616284,-68.338255,2020-05-09 00:28:54.598944,2020-05-09 00:28:54.598944
31,Foco Na Fita - Slackline - Santa Fé Do Sul,facebook page,https://www.facebook.com/groups/460393147480241/,0,false,35.687214,-105.943121,2020-05-09 00:28:54.619045,2020-05-09 00:28:54.619045
32,SLACKLINE Santa Fe,facebook page,https://www.facebook.com/groups/114003572018821/,0,false,35.68697,-105.9378,2020-05-09 00:28:54.639672,2020-05-09 00:28:54.639672
33,SlackLine Tandil,facebook page,https://www.facebook.com/groups/580376878642434/,0,false,-37.331765,-59.136509,2020-05-09 00:28:54.662627,2020-05-09 00:28:54.662627
34,Slackline Tucumán,facebook page,https://www.facebook.com/groups/enlacuerdafloja,0,false,-26.861751,-65.266606,2020-05-09 00:28:54.681824,2020-05-09 00:28:54.681824
35,Slackline Villa Mercedes,facebook page,https://www.facebook.com/groups/285870781589794/,0,false,-33.680217,-65.45957,2020-05-09 00:28:54.701612,2020-05-09 00:28:54.701612
36,Slackline Zarate,facebook group,https://www.facebook.com/SlacklineZarate/,0,false,-34.115073,-59.018509,2020-05-09 00:28:54.719893,2020-05-09 00:28:54.719893
37,Step Slackliners,facebook group,https://www.facebook.com/slackliners.of.armenia/,0,false,40.174484,44.515853,2020-05-09 00:28:54.739462,2020-05-09 00:28:54.739462
38,Highlining Australia,facebook page,https://www.facebook.com/groups/HighlineAustralia/,0,true,-25.901323,134.180351,2020-05-09 00:28:54.757862,2020-05-09 00:28:54.757862
39,Slackline Australia,facebook group,https://www.facebook.com/slackline.australia/,0,true,-24.348682,133.957207,2020-05-09 00:28:54.776386,2020-05-09 00:28:54.776386
40,Adelaide Slackline,facebook group,https://www.facebook.com/AdelaideSlackline/,0,false,-34.9285,138.6007,2020-05-09 00:28:54.79509,2020-05-09 00:28:54.79509
41,Adelaide Slackline Syndicate,facebook page,https://www.facebook.com/groups/AdelaideSlackliners/,0,false,-34.926389,138.597997,2020-05-09 00:28:54.813035,2020-05-09 00:28:54.813035
42,The Adelaide Highline Fellowship,facebook page,https://www.facebook.com/groups/400002323539842,0,false,-34.9323,138.594306,2020-05-09 00:28:54.831613,2020-05-09 00:28:54.831613
43,Slackline Alice Springs,facebook page,https://www.facebook.com/groups/1595938500625342,0,false,-23.6986293,133.8725868,2020-05-09 00:28:54.85066,2020-05-09 00:28:54.85066
44,Slackline Bundaberg Bargara,facebook page,https://www.facebook.com/groups/174018779675209,0,false,-24.86697,152.351,2020-05-09 00:28:54.873433,2020-05-09 00:28:54.873433
45,Slackline Brisbane,facebook page,https://www.facebook.com/groups/slacklinebrisbane/,0,false,-27.46977,153.0251,2020-05-09 00:28:54.895711,2020-05-09 00:28:54.895711
46,Camden Fire Twirling + Slackline Community,facebook page,https://www.facebook.com/groups/502982613083936/,0,false,-34.05444,150.6958,2020-05-09 00:28:54.91847,2020-05-09 00:28:54.91847
47,Slackline Darwin,facebook page,https://www.facebook.com/groups/332360046913669/,0,false,-12.44690804,130.834623,2020-05-09 00:28:54.942211,2020-05-09 00:28:54.942211
48,Slackline Geelong / Surfcoast / Bellarine,facebook page,https://www.facebook.com/groups/478772522205146/,0,false,-38.148813,144.361508,2020-05-09 00:28:54.963676,2020-05-09 00:28:54.963676
49,Slackline Australia Gold Coast Tribe,facebook page,https://www.facebook.com/groups/slacklinegoldcoast,0,false,-28.0015466,153.3660388,2020-05-09 00:28:54.983034,2020-05-09 00:28:54.983034
50,Slacklife Gold Coast,facebook page,https://www.facebook.com/groups/715890878455440/,0,false,-28.01667,153.4,2020-05-09 00:28:55.006389,2020-05-09 00:28:55.006389
51,"Hobart Fire, juggling, flow, Acro And Slackline Jams",facebook page,https://www.facebook.com/groups/127086727989174/,0,false,-42.883156,147.325724,2020-05-09 00:28:55.034528,2020-05-09 00:28:55.034528
52,Melb Highline,facebook page,https://www.facebook.com/groups/565432430204964/,0,false,-37.81361,144.9631,2020-05-09 00:28:55.057262,2020-05-09 00:28:55.057262
53,Slackline Melbourne,facebook page,https://www.facebook.com/groups/slacklinemelbourne/,0,false,-37.807439,144.941685,2020-05-09 00:28:55.085694,2020-05-09 00:28:55.085694
54,Newcastle Australia Slacklining,facebook page,https://www.facebook.com/groups/298207786900174/,0,false,-32.8851,151.724,2020-05-09 00:28:55.107532,2020-05-09 00:28:55.107532
55,SLACKLINE PERTH AUSTRALIA <3,facebook page,https://www.facebook.com/groups/202879596433035/,0,false,-31.95053,115.8605,2020-05-09 00:28:55.129121,2020-05-09 00:28:55.129121
56,North Sydney Slackline,facebook page,https://www.facebook.com/groups/1551373241857960/,0,false,-33.83965,151.2054,2020-05-09 00:28:55.149991,2020-05-09 00:28:55.149991
57,Slackline Sydney,facebook page,https://www.facebook.com/groups/SlacklineSydney/,0,false,-33.8879384,151.1921173,2020-05-09 00:28:55.170258,2020-05-09 00:28:55.170258
58,Sydney Highline,facebook page,https://www.facebook.com/groups/922279744523143/,0,false,-33.873534,151.221121,2020-05-09 00:28:55.194229,2020-05-09 00:28:55.194229
59,The Bondi Slackliners,facebook page,https://www.facebook.com/groups/172249732969223/,0,false,-33.89148,151.2767,2020-05-09 00:28:55.216646,2020-05-09 00:28:55.216646
60,Slackline Tasmania,facebook page,https://www.facebook.com/groups/1712851322261180/,0,false,-42.19117871,146.6232546,2020-05-09 00:28:55.240263,2020-05-09 00:28:55.240263
61,Tasmanian University Slacklining Club,facebook page,https://www.facebook.com/groups/2128337130737751,0,false,-42.903568,147.326225,2020-05-09 00:28:55.257683,2020-05-09 00:28:55.257683
62,"Come play in Townsville! Hoops, slackline, poi and more!",facebook page,https://www.facebook.com/groups/180113565352407/,0,false,-19.261373,146.81595,2020-05-09 00:28:55.276662,2020-05-09 00:28:55.276662
63,Slacklining Townsville,facebook page,https://www.facebook.com/groups/285177561507600/,0,false,-19.255483,146.817531,2020-05-09 00:28:55.299846,2020-05-09 00:28:55.299846
64,Alpine Vic Slackline,facebook page,https://www.facebook.com/groups/160311701413736/,0,false,-36.896031,147.05102,2020-05-09 00:28:55.323055,2020-05-09 00:28:55.323055
65,Slackline Wollongong,facebook page,https://www.facebook.com/groups/889032734481958/,0,false,-34.42781,150.8931,2020-05-09 00:28:55.352677,2020-05-09 00:28:55.352677
66,National Association: Slackline Verband,facebook group,https://www.facebook.com/SlacklineVerband,0,true,47.338324,14.145198,2020-05-09 00:28:55.373303,2020-05-09 00:28:55.373303
67,Slackline.at,facebook group,https://www.facebook.com/Slackline.at/,0,true,47.338324,14.145198,2020-05-09 00:28:55.391268,2020-05-09 00:28:55.391268
68,slackline-climbing afritz/see,facebook page,https://www.facebook.com/groups/1437171973227792/,0,false,46.726068,13.787558,2020-05-09 00:28:55.407845,2020-05-09 00:28:55.407845
69,Slacklineverein Teambalance,facebook group,https://www.facebook.com/slacklineverein.teambalance,0,false,46.765459,13.891622,2020-05-09 00:28:55.425192,2020-05-09 00:28:55.425192
70,"Jonglier, Acrobatic und Slackline Gruppe Salzburg",facebook page,https://www.facebook.com/groups/434823533345556,0,false,47.78879115,13.04408197,2020-05-09 00:28:55.442142,2020-05-09 00:28:55.442142
71,Slackline Salzburg,facebook group,https://www.facebook.com/slacklinesalzburg,0,false,47.78879115,13.04408197,2020-05-09 00:28:55.467814,2020-05-09 00:28:55.467814
72,slackline bande steyr,facebook page,https://www.facebook.com/groups/150738058316052,0,false,48.048086,14.418363,2020-05-09 00:28:55.495083,2020-05-09 00:28:55.495083
73,Slackline-treff St.Pölten,facebook page,https://www.facebook.com/groups/1582386848742309,0,false,48.209342,15.636025,2020-05-09 00:28:55.51206,2020-05-09 00:28:55.51206
74,Tiroliners - Slacklinen in Tirol,facebook group,https://www.facebook.com/Tiroliners,0,false,47.30231347,11.2975087,2020-05-09 00:28:55.529981,2020-05-09 00:28:55.529981
75,Vienna Slackliners (page),facebook group,https://www.facebook.com/viennaslackliners/,0,false,48.14427548,16.35679136,2020-05-09 00:28:55.547304,2020-05-09 00:28:55.547304
76,Vienna Slackliners (group),facebook page,https://www.facebook.com/groups/viennaslackliners/,0,false,48.14427548,16.35679136,2020-05-09 00:28:55.566498,2020-05-09 00:28:55.566498
77,Gruppe: Slackline Vorarlberg,facebook page,https://www.facebook.com/groups/239213182939946/,0,false,47.23821336,9.898590436,2020-05-09 00:28:55.594901,2020-05-09 00:28:55.594901
78,Slackline Vorarlberg,facebook group,https://www.facebook.com/slacklinevorarlberg/,0,false,47.23821336,9.898590436,2020-05-09 00:28:55.621837,2020-05-09 00:28:55.621837
79,Slackline Belgium,facebook page,https://www.facebook.com/groups/2962240000/,0,true,50.50389,4.469936,2020-05-09 00:28:55.648464,2020-05-09 00:28:55.648464
80,Slackline Belgium (nl),facebook page,https://www.facebook.com/groups/100797709993181/,0,true,50.50389,4.469936,2020-05-09 00:28:55.673861,2020-05-09 00:28:55.673861
81,Belgium Highline group,facebook page,https://www.facebook.com/groups/177523902951400/,0,true,50.50389,4.469936,2020-05-09 00:28:55.693045,2020-05-09 00:28:55.693045
82,Slackline Gent,facebook page,https://www.facebook.com/groups/123780697722435/,0,true,50.50389,4.469936,2020-05-09 00:28:55.712305,2020-05-09 00:28:55.712305
83,Slackline Aalst,facebook page,https://www.facebook.com/groups/1421278878127089/,0,false,50.941466,4.039468,2020-05-09 00:28:55.729903,2020-05-09 00:28:55.729903
84,Slackline Antwerpen,facebook page,https://www.facebook.com/groups/1407577446176946/,0,false,51.21945,4.402464,2020-05-09 00:28:55.748867,2020-05-09 00:28:55.748867
85,Slackline Bruges,facebook page,https://www.facebook.com/groups/1615559928685413/,0,false,51.202919,3.226773,2020-05-09 00:28:55.768002,2020-05-09 00:28:55.768002
86,Slackline Bruges (Brugge),facebook page,https://www.facebook.com/groups/slacklinebrugge,0,false,51.202919,3.226773,2020-05-09 00:28:55.795229,2020-05-09 00:28:55.795229
87,BeSlack,facebook group,https://www.facebook.com/BeSlackASBL/,0,false,50.85034,4.35171,2020-05-09 00:28:55.818437,2020-05-09 00:28:55.818437
88,Slackline Bruxelles - Brussels - BX,facebook page,https://www.facebook.com/groups/1441383392810039/,0,false,50.85034,4.35171,2020-05-09 00:28:55.840446,2020-05-09 00:28:55.840446
89,Slackline Kortrijk,facebook page,https://www.facebook.com/groups/286531498180983,0,false,50.827105,3.26261,2020-05-09 00:28:55.859579,2020-05-09 00:28:55.859579
90,Slack-in Liege,facebook page,https://www.facebook.com/groups/325253400861405/,0,false,50.63256,5.579666,2020-05-09 00:28:55.877305,2020-05-09 00:28:55.877305
91,Slackline region Liege,facebook page,https://www.facebook.com/groups/452414724957337/,0,false,50.635329,5.582392,2020-05-09 00:28:55.896343,2020-05-09 00:28:55.896343
92,Slack-Leuven,facebook page,https://www.facebook.com/groups/1514284422184421/,0,false,50.87984,4.700518,2020-05-09 00:28:55.915736,2020-05-09 00:28:55.915736
93,Slackline Leuven/Mechelen,facebook page,https://www.facebook.com/groups/539665922810701/,0,false,50.942861,4.57907,2020-05-09 00:28:55.936512,2020-05-09 00:28:55.936512
94,Slacklining by ESN Leuven,facebook page,https://www.facebook.com/groups/660978264065172/,0,false,50.87984,4.700518,2020-05-09 00:28:55.954769,2020-05-09 00:28:55.954769
95,slackline Mechelen,facebook page,https://www.facebook.com/groups/1464792160430921,0,false,51.02964387,4.480104956,2020-05-09 00:28:55.974875,2020-05-09 00:28:55.974875
96,Slackline and AcroYoga Mons,facebook page,https://www.facebook.com/groups/138357376707533/,0,false,50.459329,3.953908,2020-05-09 00:28:55.993322,2020-05-09 00:28:55.993322
97,Slackline Poperinge,facebook page,https://www.facebook.com/groups/915685111824943/,0,false,50.853964,2.726424,2020-05-09 00:28:56.01167,2020-05-09 00:28:56.01167
98,Slackline Tournai,facebook page,https://www.facebook.com/groups/736381096397115/,0,false,50.608096,3.389804,2020-05-09 00:28:56.03296,2020-05-09 00:28:56.03296
99,Slackline Bolivia,facebook group,https://www.facebook.com/SlacklineBolivia,0,true,-17.635651,-64.510785,2020-05-09 00:28:56.054829,2020-05-09 00:28:56.054829
100,Cochabamba,facebook page,https://www.facebook.com/groups/1869420666488590/,0,true,-17.1301,-64.988587,2020-05-09 00:28:56.073384,2020-05-09 00:28:56.073384
101,Slackline Bolivia SC,facebook group,https://www.facebook.com/slacklineboliviasc,0,false,-17.784126,-63.179814,2020-05-09 00:28:56.091733,2020-05-09 00:28:56.091733
102,Slackline Bosnia and Herzegovina,facebook page,https://www.facebook.com/groups/851385948610847/,0,true,44.375603,17.750548,2020-05-09 00:28:56.114882,2020-05-09 00:28:56.114882
103,Slackline rajvosa,facebook page,https://www.facebook.com/groups/slacklinesarajevo/,0,false,43.8580162,18.40467268,2020-05-09 00:28:56.13599,2020-05-09 00:28:56.13599
104,SlackLife Brasil,facebook page,https://www.facebook.com/groups/slacklifebrasil/,0,true,-9.895025,-58.086204,2020-05-09 00:28:56.157071,2020-05-09 00:28:56.157071
105,Slackline Brasil - Slack Click,facebook page,https://www.facebook.com/groups/405317676251190/,0,true,-9.776909,-56.840927,2020-05-09 00:28:56.187198,2020-05-09 00:28:56.187198
106,Pico do Highline,facebook page,https://www.facebook.com/groups/picohighline,0,true,-9.781061,-55.54596,2020-05-09 00:28:56.206783,2020-05-09 00:28:56.206783
107,Slack Salve !,facebook page,https://www.facebook.com/groups/slacksalve/,0,true,-9.625396,-54.977311,2020-05-09 00:28:56.229791,2020-05-09 00:28:56.229791
108,Abaeté Slackline,facebook group,https://www.facebook.com/abaeteslackline/,0,false,-19.154867,-45.444034,2020-05-09 00:28:56.2491,2020-05-09 00:28:56.2491
109,Açailândia Slackline,facebook group,https://www.facebook.com/A%C3%A7ail%C3%A2ndia-Slackline-651829084950349/,0,false,-4.954866,-47.502875,2020-05-09 00:28:56.270325,2020-05-09 00:28:56.270325
110,Slackline Acre,facebook group,https://www.facebook.com/SlacklineAcre,0,false,-9.994611,-67.819916,2020-05-09 00:28:56.291832,2020-05-09 00:28:56.291832
111,União Slackline Alagoas,facebook page,https://www.facebook.com/groups/490706880943948/,0,false,-9.777857,-36.723002,2020-05-09 00:28:56.311517,2020-05-09 00:28:56.311517
112,Slackline Alegrete,facebook page,https://www.facebook.com/groups/192812154235523/,0,false,-29.792352,-55.797392,2020-05-09 00:28:56.331855,2020-05-09 00:28:56.331855
113,Slackline Anápolis,facebook page,https://www.facebook.com/groups/108712299276795/,0,false,-16.321157,-48.954949,2020-05-09 00:28:56.35398,2020-05-09 00:28:56.35398
114,SlackLine Aracaju,facebook page,https://www.facebook.com/groups/231114763617755/,0,false,-10.960847,-37.072948,2020-05-09 00:28:56.377412,2020-05-09 00:28:56.377412
115,Slack Arapongas A.C.I.C.S.,facebook page,https://www.facebook.com/groups/278859202237917/,0,false,-23.418861,-51.42775,2020-05-09 00:28:56.403576,2020-05-09 00:28:56.403576
116,Slackline Highline Bagé,facebook page,https://www.facebook.com/groups/973651129323059/,0,false,-31.334703,-54.102708,2020-05-09 00:28:56.432716,2020-05-09 00:28:56.432716
117,Slackline Bahia,facebook page,https://www.facebook.com/groups/slacklinebahia,0,false,-12.57974,-41.70073,2020-05-09 00:28:56.456877,2020-05-09 00:28:56.456877
118,Slackline Beberibe,facebook page,https://www.facebook.com/groups/1378571289048137/,0,false,-4.182193,-38.129895,2020-05-09 00:28:56.479066,2020-05-09 00:28:56.479066
119,Slackline Belém,facebook page,https://www.facebook.com/groups/515767741894869/,0,false,-18.900779,-41.616691,2020-05-09 00:28:56.500533,2020-05-09 00:28:56.500533
120,Slackline na Praça de Heliopolis em Belford roxo,facebook page,https://www.facebook.com/groups/649013938479083/,0,false,-22.745336,-43.381811,2020-05-09 00:28:56.523676,2020-05-09 00:28:56.523676
121,Slack BH,facebook page,https://www.facebook.com/groups/slackbh/,0,false,-19.902585,-43.938637,2020-05-09 00:28:56.544706,2020-05-09 00:28:56.544706
122,Slackline Betim Mg,facebook page,https://www.facebook.com/groups/528276303864888/,0,false,-19.959392,-44.199595,2020-05-09 00:28:56.564917,2020-05-09 00:28:56.564917
123,Slackline Blumenau,facebook page,https://www.facebook.com/groups/1472616139666177/,0,false,-26.914915,-49.072527,2020-05-09 00:28:56.586031,2020-05-09 00:28:56.586031
124,SLACKLINE CACHOEIRA,facebook page,https://www.facebook.com/groups/slacklinecachoeira/,0,false,-12.60104,-38.96593,2020-05-09 00:28:56.607452,2020-05-09 00:28:56.607452
125,Slackline Cachoeira do Sul,facebook page,https://www.facebook.com/groups/491692224206518/,0,false,-30.040848,-52.893513,2020-05-09 00:28:56.625927,2020-05-09 00:28:56.625927
126,Slackline Camaçari,facebook page,https://www.facebook.com/groups/408860715807356/,0,false,-12.702547,-38.331004,2020-05-09 00:28:56.64601,2020-05-09 00:28:56.64601
127,Slack Camaquã,facebook group,https://www.facebook.com/Slackcamaqua/,0,false,-30.850971,-51.804872,2020-05-09 00:28:56.665948,2020-05-09 00:28:56.665948
128,KONG Slackline Campinas,facebook page,https://www.facebook.com/groups/368772403192359/,0,false,-22.905196,-47.060641,2020-05-09 00:28:56.686853,2020-05-09 00:28:56.686853
129,Slackline Campinas,facebook page,https://www.facebook.com/groups/1493955084168330/,0,false,-22.912193,-47.062314,2020-05-09 00:28:56.707574,2020-05-09 00:28:56.707574
130,Slackline Campinas e região,facebook page,https://www.facebook.com/groups/366439460082746/,0,false,-22.90994,-47.06263,2020-05-09 00:28:56.730263,2020-05-09 00:28:56.730263
131,Slackline Campo Grande,facebook group,https://www.facebook.com/Slackline-Campo-Grande-740272369433135/,0,false,-20.482656,-54.638604,2020-05-09 00:28:56.749175,2020-05-09 00:28:56.749175
132,Slackline - Campo Grande MS ADRENALINE,facebook page,https://www.facebook.com/groups/285152804895652/,0,false,-20.48321,-54.625712,2020-05-09 00:28:56.768936,2020-05-09 00:28:56.768936
133,Slackline Campos Dos Goytacazes - Rj,facebook group,https://www.facebook.com/Slackline-Campos-Dos-Goytacazes-Rj-1504034039893785/,0,false,-21.765478,-41.320132,2020-05-09 00:28:56.788734,2020-05-09 00:28:56.788734
134,Slackline Canoas,facebook page,https://www.facebook.com/groups/201325573358690/,0,false,-29.913122,-51.170638,2020-05-09 00:28:56.808377,2020-05-09 00:28:56.808377
135,Slackline Carazinho,facebook page,https://www.facebook.com/groups/1018982351542231/,0,false,-28.298818,-52.793948,2020-05-09 00:28:56.826458,2020-05-09 00:28:56.826458
136,Slackline Caruaru Team Skyline,facebook page,https://www.facebook.com/groups/slacklinecaruaru/,0,false,-8.284766,-35.977518,2020-05-09 00:28:56.854769,2020-05-09 00:28:56.854769
137,Slackline Catalão - Arte de viver!,facebook page,https://www.facebook.com/groups/slacklinecat/,0,false,-18.17025,-47.944174,2020-05-09 00:28:56.874611,2020-05-09 00:28:56.874611
138,Slackline Chapecó,facebook page,https://www.facebook.com/groups/248870678624671/,0,false,-27.10487,-52.614089,2020-05-09 00:28:56.896346,2020-05-09 00:28:56.896346
139,Slackline e highline no parque alberto finn chapecó,facebook page,https://www.facebook.com/groups/parquealbertofin,0,false,-27.098264,-52.615974,2020-05-09 00:28:56.915213,2020-05-09 00:28:56.915213
140,Slackline Cianorte,facebook page,https://www.facebook.com/groups/1592846174272328/,0,false,-23.664164,-52.609676,2020-05-09 00:28:56.935804,2020-05-09 00:28:56.935804
141,Slackline Codó,facebook page,https://www.facebook.com/groups/1684909608409982/,0,false,-4.462819,-43.88918,2020-05-09 00:28:56.956827,2020-05-09 00:28:56.956827
142,Slackline Contagem,facebook page,https://www.facebook.com/groups/419685268083675/,0,false,-19.919832,-44.080221,2020-05-09 00:28:56.979165,2020-05-09 00:28:56.979165
143,Slackline-Coronel xavier chaves,facebook page,https://www.facebook.com/groups/845627785465169/,0,false,-21.024887,-44.222605,2020-05-09 00:28:56.998146,2020-05-09 00:28:56.998146
144,Criciúma Slackline,facebook group,https://www.facebook.com/CriciumaSlackline/,0,false,-28.688394,-49.380275,2020-05-09 00:28:57.017682,2020-05-09 00:28:57.017682
145,Slackline Criciuma,facebook page,https://www.facebook.com/groups/102798919828710/,0,false,-28.68685,-49.370769,2020-05-09 00:28:57.039954,2020-05-09 00:28:57.039954
146,Slackline- Cuiabá-MT,facebook page,https://www.facebook.com/groups/419785571408292/,0,false,-15.579247,-56.074275,2020-05-09 00:28:57.066508,2020-05-09 00:28:57.066508
147,SlackLine Cuiabá #TREINO & #AULA,facebook page,https://www.facebook.com/groups/565345546911670/,0,false,-15.603073,-56.102624,2020-05-09 00:28:57.087597,2020-05-09 00:28:57.087597
148,Slacklife Curitibanos,facebook page,https://www.facebook.com/groups/1389537024600245/,0,false,-27.284522,-50.58251,2020-05-09 00:28:57.10756,2020-05-09 00:28:57.10756
149,Slackline Erechim Rs,facebook page,https://www.facebook.com/groups/1121442287992480/,0,false,-27.63767,-52.274271,2020-05-09 00:28:57.130233,2020-05-09 00:28:57.130233
150,Slackline - Espirito Santo,facebook page,https://www.facebook.com/groups/slackcapixaba,0,false,-20.141019,-40.184704,2020-05-09 00:28:57.155282,2020-05-09 00:28:57.155282
151,Slackline feira de santana,facebook page,https://www.facebook.com/groups/350358491708107,0,false,-12.264411,-38.958573,2020-05-09 00:28:57.17702,2020-05-09 00:28:57.17702
152,Slackline-Slackers Ferraz-SP,facebook page,https://www.facebook.com/groups/588337417852469/,0,false,-23.533282,-46.360297,2020-05-09 00:28:57.196681,2020-05-09 00:28:57.196681
153,Slacklife Floripa,facebook page,https://www.facebook.com/groups/101371916633204/,0,false,-27.604472,-48.525207,2020-05-09 00:28:57.216757,2020-05-09 00:28:57.216757
154,Por Um Fio - Slackline Fortaleza - CE,facebook page,https://www.facebook.com/groups/297220996971214,0,false,-3.753004,-38.513464,2020-05-09 00:28:57.236511,2020-05-09 00:28:57.236511
155,SlackLINE Francisco Beltrão,facebook page,https://www.facebook.com/groups/396489663734314/,0,false,-26.07977,-53.052162,2020-05-09 00:28:57.260995,2020-05-09 00:28:57.260995
156,Slackline Frutal,facebook page,https://www.facebook.com/groups/567350723330549/,0,false,-20.055407,-48.953232,2020-05-09 00:28:57.290654,2020-05-09 00:28:57.290654
157,Slackline Goiânia,facebook page,https://www.facebook.com/groups/slacklinegyn/,0,false,-16.68689,-49.26479,2020-05-09 00:28:57.311061,2020-05-09 00:28:57.311061
158,Gravataí na Fita Slackline / Slackpoints,facebook page,https://www.facebook.com/groups/gravatainafita/,0,false,-29.926364,-51.006731,2020-05-09 00:28:57.335328,2020-05-09 00:28:57.335328
